timestamp,open,high,low,close,volume
2019-04-12 16:00:00,120.7100,120.9800,120.6400,120.9600,2200671
2019-04-12 15:30:00,120.5820,120.7250,120.5450,120.7100,953978
2019-04-12 15:00:00,120.5800,120.6628,120.5400,120.5824,661096
2019-04-12 14:30:00,120.4773,120.6760,120.4300,120.5893,1043659
2019-04-12 14:00:00,120.5700,120.6400,120.4710,120.4710,548798
2019-04-12 13:30:00,120.6446,120.6800,120.5200,120.5600,815649
2019-04-12 13:00:00,120.6450,120.6850,120.5600,120.6470,1040566
2019-04-12 12:30:00,120.7400,120.7700,120.6100,120.6450,822275
2019-04-12 12:00:00,120.5550,120.8100,120.5450,120.7401,827268
2019-04-12 11:30:00,120.6600,120.6600,120.3900,120.5500,883284
2019-04-12 11:00:00,120.8750,120.9000,120.5500,120.6500,1219940
2019-04-12 10:30:00,120.6250,120.9200,120.4100,120.8750,1570172
2019-04-12 10:00:00,120.6400,120.9800,120.3700,120.6250,2724871
2019-04-11 16:00:00,119.9900,120.3400,119.9600,120.3300,2111189
2019-04-11 15:30:00,120.0650,120.1600,119.9800,119.9900,668712
2019-04-11 15:00:00,120.0100,120.0857,119.9300,120.0650,577734
2019-04-11 14:30:00,120.1700,120.2400,120.0000,120.0000,526571
2019-04-11 14:00:00,120.2600,120.3000,120.1300,120.1750,564275
2019-04-11 13:30:00,120.2855,120.3500,120.2300,120.2500,484041
2019-04-11 13:00:00,120.2450,120.3500,120.2200,120.2900,483652
2019-04-11 12:30:00,120.1000,120.2500,120.0700,120.2454,727445
2019-04-11 12:00:00,120.3800,120.3850,120.0500,120.0950,944604
2019-04-11 11:30:00,120.3600,120.4700,120.2700,120.3800,727904
2019-04-11 11:00:00,120.2000,120.3600,120.1000,120.3500,775527
2019-04-11 10:30:00,120.0100,120.3050,119.9800,120.2000,1191527
2019-04-11 10:00:00,120.5500,120.8500,119.9200,120.0100,2460137
2019-04-10 16:00:00,120.1200,120.2900,120.0500,120.2200,1715351
2019-04-10 15:30:00,120.0100,120.2500,119.9750,120.1115,1023039
2019-04-10 15:00:00,119.7390,120.0500,119.6300,120.0100,731519
2019-04-10 14:30:00,120.0600,120.1200,119.6609,119.7301,788057
2019-04-10 14:00:00,119.8950,120.0900,119.8800,120.0543,601844
2019-04-10 13:30:00,120.0236,120.0600,119.9000,119.9000,424700
2019-04-10 13:00:00,120.1700,120.2700,119.9900,120.0300,565686
2019-04-10 12:30:00,120.2100,120.2500,120.0745,120.1613,477788
2019-04-10 12:00:00,120.1500,120.3500,120.1200,120.2100,789755
2019-04-10 11:30:00,120.0250,120.2300,119.9900,120.1550,783119
2019-04-10 11:00:00,119.9000,120.2100,119.8800,120.0300,1241668
2019-04-10 10:30:00,119.7600,120.0000,119.6900,119.8950,1057148
2019-04-10 10:00:00,119.7600,120.0950,119.5400,119.7700,2566267
2019-04-09 16:00:00,119.1400,119.3900,118.9650,119.3100,2539076
2019-04-09 15:30:00,119.0984,119.1600,119.0500,119.1400,750601
2019-04-09 15:00:00,119.1600,119.2000,119.0100,119.1000,737493
2019-04-09 14:30:00,119.1150,119.1800,118.9900,119.1684,654202
2019-04-09 14:00:00,119.1100,119.2200,119.0400,119.1100,520727
2019-04-09 13:30:00,119.1707,119.2100,119.0100,119.1200,516204
2019-04-09 13:00:00,119.3452,119.3800,119.1700,119.1750,484168
2019-04-09 12:30:00,119.1600,119.4100,119.1550,119.3500,721693
2019-04-09 12:00:00,119.1200,119.2200,119.0200,119.1500,1023053
2019-04-09 11:30:00,119.0700,119.3000,119.0500,119.1200,1030936
2019-04-09 11:00:00,119.4200,119.5400,118.9900,119.0649,1345242
2019-04-09 10:30:00,119.1000,119.4785,118.9100,119.4200,1381285
2019-04-09 10:00:00,118.6300,119.3300,118.5800,119.0900,2808476
2019-04-08 16:00:00,119.8400,120.0050,119.8300,119.8900,23917897
2019-04-08 15:30:00,119.9650,119.9700,119.8050,119.8850,20797647
2019-04-08 15:00:00,119.7200,119.9800,119.7200,119.9600,10117111
2019-04-08 14:30:00,119.7600,119.8200,119.7000,119.7200,9701934
2019-04-08 14:00:00,119.7900,119.9200,119.7500,119.7800,592960
2019-04-08 13:30:00,119.7000,119.8200,119.6550,119.7950,8535073
2019-04-08 13:00:00,119.5750,119.7100,119.5600,119.7000,8065251
2019-04-08 12:30:00,119.5600,119.6357,119.4050,119.5789,14450547
2019-04-08 12:00:00,119.6600,119.7400,119.5100,119.5559,6820032
2019-04-08 11:30:00,119.4500,119.7400,119.3900,119.6600,6520107
2019-04-08 11:00:00,119.4100,119.6800,119.3500,119.4500,9253345
2019-04-08 10:30:00,119.0050,119.5900,119.0000,119.4100,1182980
2019-04-08 10:00:00,119.6500,119.6500,118.6400,119.0900,2444627
2019-04-05 16:00:00,119.9400,120.0000,119.7300,119.8800,1709588
2019-04-05 15:30:00,119.6800,119.9800,119.6750,119.9400,716412
2019-04-05 15:00:00,119.5750,119.7350,119.5300,119.6750,692849
2019-04-05 14:30:00,119.7300,119.7700,119.5300,119.5750,688331
2019-04-05 14:00:00,119.7800,119.8200,119.6700,119.7400,463605
2019-04-05 13:30:00,119.7750,119.8600,119.7300,119.7800,394910
2019-04-05 13:00:00,119.9900,120.0150,119.7100,119.7800,569298
2019-04-05 12:30:00,119.8700,120.0300,119.8450,119.9981,540499
2019-04-05 12:00:00,119.9800,120.0400,119.8650,119.8771,954802
2019-04-05 11:30:00,119.8800,119.9900,119.6800,119.9700,996890
2019-04-05 11:00:00,119.9800,120.0750,119.7500,119.8800,955068
2019-04-05 10:30:00,119.9500,120.2300,119.9400,119.9800,1493519
2019-04-05 10:00:00,119.4400,120.0906,119.3700,119.9500,2805188
2019-04-04 16:00:00,119.3200,119.5400,119.0400,119.3300,2872928
2019-04-04 15:30:00,119.5362,119.5900,119.2400,119.2707,1058411
2019-04-04 15:00:00,119.1600,119.5450,119.1250,119.5300,883054
2019-04-04 14:30:00,118.7800,119.2300,118.7400,119.1800,651845
2019-04-04 14:00:00,118.8550,118.9550,118.7100,118.7800,614280
2019-04-04 13:30:00,118.6050,118.9200,118.4900,118.8520,781776
2019-04-04 13:00:00,118.8600,118.9300,118.3800,118.6100,1636148
2019-04-04 12:30:00,118.9600,119.1900,118.7900,118.8700,980730
2019-04-04 12:00:00,118.8900,119.2000,118.8350,118.9500,1112769
2019-04-04 11:30:00,119.0700,119.0762,118.7100,118.8950,1488110
2019-04-04 11:00:00,119.1300,119.4150,118.7500,119.0600,1801585
2019-04-04 10:30:00,120.1000,120.1100,119.0700,119.1300,1809161
2019-04-04 10:00:00,120.1000,120.2300,119.7200,120.1000,2058446
2019-04-03 16:00:00,119.4700,120.0000,119.4500,119.9700,2526013
2019-04-03 15:30:00,119.5900,119.7200,119.3300,119.5000,1196427
2019-04-03 15:00:00,119.7650,119.8000,119.4700,119.5900,902942
2019-04-03 14:30:00,119.6700,119.7700,119.5900,119.7600,898158
2019-04-03 14:00:00,120.1349,120.1400,119.6300,119.6700,1033866
2019-04-03 13:30:00,120.1950,120.2300,120.0400,120.1349,674069
2019-04-03 13:00:00,120.2100,120.2300,120.0500,120.1950,794784
2019-04-03 12:30:00,120.2100,120.2962,120.1000,120.2398,815624
2019-04-03 12:00:00,120.2000,120.4300,120.1300,120.2100,1313041
