20180409,57.71,57.71,57.71,57.71,70,4935
20180410,58.48,58.48,58.48,58.48,108,4947
20180411,59.30,59.30,59.30,59.30,116,4984
20180412,59.12,59.12,59.12,59.12,212,5136
20180413,59.35,59.35,59.35,59.35,141,5238
20180416,58.99,58.99,58.99,58.99,583,5691
20180417,59.27,59.27,59.27,59.27,421,5919
20180418,60.07,60.07,60.07,60.07,1254,6676
20180419,60.32,60.32,60.32,60.32,118,6711
20180420,60.44,60.44,60.44,60.44,40,6711
20180423,60.78,60.78,60.78,60.78,5,6711
20180424,60.09,60.09,60.09,60.09,144,6904
20180425,60.34,60.34,60.34,60.34,58,8437
20180426,60.47,60.47,60.47,60.47,53,8439
20180427,60.33,60.33,60.33,60.33,37,8439
20180430,60.79,60.79,60.79,60.79,91,8407
20180501,60.00,60.00,60.00,60.00,489,8257
20180502,60.23,60.23,60.23,60.23,45,8257
20180503,60.63,60.63,60.63,60.63,167,8287
20180504,61.89,61.89,61.89,61.89,50,8507
20180507,62.82,62.82,62.82,62.82,59,8509
20180508,61.67,61.67,61.67,61.67,109,8509
20180509,63.34,63.34,63.34,63.34,65,8509
20180510,63.85,63.85,63.85,63.85,27,8529
20180511,63.79,63.79,63.79,63.79,292,8777
20180514,64.14,64.14,64.14,64.14,24,8777
20180515,64.31,64.31,64.31,64.31,255,8871
20180516,64.50,64.50,64.50,64.50,52,8871
20180517,64.65,64.65,64.65,64.65,203,8890
20180518,64.64,64.64,64.64,64.64,296,8736
20180521,65.48,65.48,65.48,65.48,66,8736
20180522,65.39,65.39,65.39,65.39,102,8736
20180523,65.34,65.34,65.34,65.34,109,8734
20180524,64.60,64.60,64.60,64.60,88,8816
20180525,62.59,62.59,62.59,62.59,196,8816
20180528,61.71,61.71,61.71,61.71,2,8816
20180529,61.82,61.82,61.82,61.82,139,8762
20180530,62.71,62.71,62.71,62.71,189,8627
20180531,62.17,62.17,62.17,62.17,318,8509
20180601,61.99,61.99,61.99,61.99,121,8509
20180604,61.37,61.38,61.36,61.38,473,8726
20180605,61.67,61.67,61.67,61.67,540,8722
20180606,61.43,61.43,61.43,61.43,198,10106
20180607,62.22,62.22,62.22,62.22,360,11039
20180608,62.21,62.21,62.21,62.21,257,11419
20180611,62.51,62.51,62.51,62.51,187,11393
20180612,62.55,62.55,62.55,62.55,401,11429
20180613,63.18,63.18,63.18,63.18,118,11476
20180614,62.77,62.77,62.77,62.77,242,11480
20180615,60.97,60.97,60.97,60.97,198,11548
20180618,61.64,61.64,61.64,61.64,228,11548
20180619,61.23,61.23,61.23,61.23,53,11520
20180620,61.32,61.32,61.32,61.32,176,11633
20180621,60.51,60.51,60.51,60.51,512,11752
20180622,62.50,62.50,62.50,62.50,304,11806
20180625,62.38,62.38,62.38,62.38,160,11749
20180626,63.72,63.72,63.72,63.72,172,11736
20180627,64.49,64.49,64.49,64.49,313,11592
20180628,64.35,64.35,64.35,64.35,165,11551
20180629,64.73,64.73,64.73,64.73,126,11454
20180702,63.56,63.56,63.56,63.56,70,11454
20180703,63.53,63.53,63.53,63.53,153,11454
20180704,64.07,64.07,64.07,64.07,34,11454
20180705,64.04,64.04,64.04,64.04,127,11474
20180706,64.44,64.44,64.44,64.44,111,11474
20180709,64.98,64.98,64.98,64.98,62,11493
20180710,65.30,65.30,65.30,65.30,157,11493
20180711,62.25,62.25,62.25,62.25,153,11524
20180712,63.41,63.41,63.41,63.41,300,11577
20180713,63.96,63.96,63.96,63.96,124,11577
20180716,61.64,61.64,61.64,61.64,320,11715
20180717,61.85,61.85,61.85,61.85,136,11719
20180718,62.49,62.49,62.49,62.49,114,11658
20180719,62.59,62.59,62.59,62.59,206,11692
20180720,62.89,62.89,62.89,62.89,194,12472
20180723,63.50,63.50,63.50,63.50,99,12490
20180724,63.85,63.85,63.85,63.85,66,12432
20180725,64.47,64.47,64.47,64.47,130,12476
20180726,64.91,64.91,64.91,64.91,24,12476
20180727,64.30,64.30,64.30,64.30,71,12476
20180730,65.05,65.05,65.05,65.05,98,12464
20180731,64.15,64.15,64.15,64.15,97,12681
20180801,62.92,62.92,62.92,62.92,50,12637
20180802,63.64,63.64,63.64,63.64,104,12657
20180803,63.57,63.57,63.57,63.57,48,13158
20180806,63.99,63.99,63.99,63.99,51,13165
20180807,64.72,64.72,64.72,64.72,71,13166
20180808,62.99,62.99,62.99,62.99,292,13243
20180809,63.15,63.15,63.15,63.15,103,13251
20180810,63.64,63.64,63.64,63.64,142,13313
20180813,63.23,63.23,63.23,63.23,174,13412
20180814,63.25,63.25,63.25,63.25,301,13504
20180815,61.85,61.85,61.85,61.85,282,13597
20180816,62.26,62.26,62.26,62.26,285,13629
20180817,62.47,62.47,62.47,62.47,49,13637
20180820,62.57,62.57,62.57,62.57,87,13637
20180821,62.85,62.85,62.85,62.85,35,13637
20180822,64.63,64.63,64.63,64.63,84,13621
20180823,64.64,64.64,64.64,64.64,145,13621
20180824,65.32,65.32,65.32,65.32,122,13621
20180827,65.48,65.48,65.48,65.48,306,13449
20180828,65.33,65.33,65.33,65.33,320,13366
20180829,66.05,66.05,66.05,66.05,82,13534
20180830,66.60,66.60,66.60,66.60,82,13502
20180831,66.25,66.25,66.25,66.25,146,13425
20180903,66.62,66.62,66.62,66.62,36,13425
20180904,66.57,66.57,66.57,66.57,169,13420
20180905,65.78,65.78,65.78,65.78,264,13390
20180906,65.04,65.04,65.04,65.04,80,13393
20180907,65.21,65.21,65.21,65.21,159,13393
20180910,65.41,65.41,65.41,65.41,121,13350
20180911,66.77,66.77,66.77,66.77,334,13551
